0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",528859,CARBO COOLER,45109,PLAN MTTO LUBRIC.CARBO COOLER 528859,13159517,Drenaje de aceite del sistema,PM02,LIB.,2023-11-14 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,659400,CALDERIN,46837,PLAN MTTO ELEC CALDERIN PTAR 659400,13131243,mtto electrovalvulas y sensores,PM02,LIB.,2023-11-14 05:00:00,Jurado Gerardo,medio/Moderado,,2,
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,628874,COMPRESOR DE REFRIGERACION,45029,"PLAN MTTO LUBRI. COMPR REFRIG 2, 628874",13148606,Mtto a nivel del aceite,PM02,LIB.,2023-11-14 05:00:00,Ordoñez Jose,medio/Moderado,,2,
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,628973,COMPRESOR DE REFRIGERACION,45183,PLAN MTTO LUBRIC COMPR REFRIG 3 628973,13148635,Mtto a nivel del aceite,PM02,LIB.,2023-11-14 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,2,
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,628871,COMPRESOR DE REFRIGERACION,45023,"PLAN MTTO MEC COMPRESOR REFRIG 1, 628871",13123903,Mtto estructura,PM02,LIB.,2023-11-04 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",558083,DESEMPACADORA,45143,PLAN MTTO MEC. DESEMPACADORA 558083,13123923,Mantto brazos de accionamiento,PM02,LIB.,2023-11-02 05:00:00,,bajo/Medio,,"0,5",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",518580,LLENADORA,45058,PLAN MANTTO ELEC. LLENA. BOTELLAS 518580,13123913,Mantto motor principal,PM02,LIB.,2023-11-08 05:00:00,,medio/Moderado,,"4,0",
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,709613,FILTRO PILIDOR,46790,PLAN MTTO FILTRO PULID. AGUA 709613,13159627,nspeccion semanal filtro pulidor agua,PM02,ABIE,2023-11-10 05:00:00,,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,71015906,LAVADORA DE BOTELLONES,45401,PLAN LUBRICA. LAV. DE BOTELLONES 7101590,13159591,Lubricacion chumaceras,PM02,ABIE,2023-11-10 05:00:00,,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,628973,COMPRESOR DE REFRIGERACION,45182,"PLAN MTTO PREDICT COMP REFRIG 3, 628973",12961585,Mtto predictivo vibraciones,PM07,LIB.,2023-11-14 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962111,TINA,46610,PLAN MTTO LUB TINA 7 JAR TER 69962111,13159608,Lubricacion y limpiaza de chumaceras,PM02,LIB.,2023-11-14 05:00:00,Jurado Gerardo,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",528859,CARBO COOLER,45109,PLAN MTTO LUBRIC.CARBO COOLER 528859,13159517,Lubricacion valvulas pm y neumaticas,PM02,LIB.,2023-11-14 05:00:00,Ordoñez Jose,medio/Moderado,,0.3,
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,45366,PLAN MTTO ELEC. INSP. ELECT. 599571,13159568,Mantto alimentación eléctrica ,PM02,LIB.,2023-11-14 05:00:00,Cifuentes Christian,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,71015906,LAVADORA DE BOTELLONES,45401,PLAN LUBRICA. LAV. DE BOTELLONES 7101590,13159592,lubricar unidad de mantenimiento,PM02,ABIE,2023-11-10 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,"0,3",
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70947404,TANQUE DE BALANCE,46704,PLAN MTTO MEC TK BALANCE 70947404,13159617,Mtto sistema de mezcla jabones,PM02,LIB.,2023-11-14 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,1,
0395,G. LUX PASTO,0395-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,820098,TUNEL DE PRECINTAS,46833,PLAN MTTO ELE TUNEL PRESINTO 820098,13159637,revision control de temperatura,PM02,LIB.,2023-11-14 05:00:00,Jurado Gerardo,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649549,COMPRESOR DE AIRE,46726,PLAN MTTO ELEC COMP ATLAS COPCO 649549,13159618,Mtto tablero de mando y control,PM02,LIB.,2023-11-15 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649549,COMPRESOR DE AIRE,46726,PLAN MTTO ELEC COMP ATLAS COPCO 649549,13159618,Mtto totalizador principal,PM02,LIB.,2023-11-15 05:00:00,Cifuentes Christian,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710218,LLENADORA DE BOLSAS LINEA 3,45381,PLAN MTTO LUBRI.LLENA. BOLSAS SOLPAK 360,13159576,Lubricacion sistema neumatico,PM02,ABIE,2023-11-10 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20701401,TALLER HERRAMIENTAS,45165,PLAN MTTO HERRAMIENT TALLER 20701401,13159550,"mtto de estantes, llaves y bancos",PM02,LIB.,2023-11-15 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,71013201,CODIFICADOR DE BOLSAS,0,BAJO NIVEL DISOLVENTE,13159731,BAJO NIVEL DISOLVENTE,PM02,LIB.,2023-11-15 05:00:00,Jurado Gerardo,alto,,0.5,
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710218,LLENADORA DE BOLSAS LINEA 3,45381,PLAN MTTO LUBRI.LLENA. BOLSAS SOLPAK 360,13159575,Lubricacion sistema neumatico,PM02,ABIE,2023-11-10 05:00:00,Ordoñez Jose,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,820102,SECADOR DE AIRE,45193,PLAN MTTO SECADOR DE AIRE 820102,13159556,nspeccion semanal secador de aire zt,PM02,ABIE,2023-11-10 05:00:00,Cifuentes Christian,,,"0,5",
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710218,LLENADORA DE BOLSAS LINEA 3,45381,PLAN MTTO LUBRI.LLENA. BOLSAS SOLPAK 360,13159574,Lubricacion sistema neumatico,PM02,ABIE,2023-11-10 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,45366,PLAN MTTO ELEC. INSP. ELECT. 599571,13159565,Mantto alimentación eléctrica ,PM02,ABIE,2023-11-10 05:00:00,,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",508164,LAVADORA DE BOTELLAS,45102,PLAN MTTO LUB. LAV. BOTELLAS 508164,13120063,Lubricación Cardanes,PM02,LIB.,2023-11-15 05:00:00,Jurado Gerardo,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710212,LLENADORA DE BOLSAS LINEA 4,45198,PLAN MTTO ELECT LLEN 6 LTS SOLPAC 710212,13120081,Mtto lamparas uv llenadora,PM02,LIB.,2023-11-04 05:00:00,Ordoñez Jose,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70961602,FILTRO DE ARENA No  2,45159,PLAN MTTO MEC FIL ARENA No.2 70961602,13120071,"Mtto tuberias, valvulas y accesorios",PM02,LIB.,2023-11-15 05:00:00,Jurado Gerardo,bajo/Medio,,1,
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,628973,COMPRESOR DE REFRIGERACION,45030,"PLAN MTTO MEC COMPR REFRIGE 3, 628973",13120059,Mtto estructura,PM02,LIB.,2023-11-04 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710212,LLENADORA DE BOLSAS LINEA 4,45198,PLAN MTTO ELECT LLEN 6 LTS SOLPAC 710212,13159558,Mtto resistencias de sellado,PM02,ABIE,2023-11-10 05:00:00,,medio/Moderado,,"2,0",
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,82963502,CODIFICADOR DE BOLSAS DE 5 LITROS,45200,PLAN MTTO CODIFICADOR  6 LITROS 82963502,13159562,Mtto cabezal de impresión,PM02,ABIE,2023-11-10 05:00:00,,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,82963502,CODIFICADOR DE BOLSAS DE 5 LITROS,45200,PLAN MTTO CODIFICADOR  6 LITROS 82963502,13159561,Mtto cabezal de impresión,PM02,ABIE,2023-11-10 05:00:00,,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,820102,SECADOR DE AIRE,45193,PLAN MTTO SECADOR DE AIRE 820102,13159554,nspeccion semanal secador de aire zt,PM02,ABIE,2023-11-10 05:00:00,,,,"0,5",
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710218,LLENADORA DE BOLSAS LINEA 3,45381,PLAN MTTO LUBRI.LLENA. BOLSAS SOLPAK 360,13159574,Lubricacion sistema de levas y chumacera,PM02,ABIE,2023-11-10 05:00:00,,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962112,TINA,46538,PLAN MTTO LUB TINA 8 JAR TER 69962112,13159603,lubricacion y limpieza de chumaceras,PM02,LIB.,2023-11-15 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20701401,TALLER HERRAMIENTAS,45165,PLAN MTTO HERRAMIENT TALLER 20701401,13159548,"mtto de estantes, llaves y bancos",PM02,ABIE,2023-11-10 05:00:00,Ordoñez Jose,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,20701401,TALLER HERRAMIENTAS,45165,PLAN MTTO HERRAMIENT TALLER 20701401,13159549,mtto de htas estado e inventario,PM02,LIB.,2023-11-15 05:00:00,Jurado Gerardo,medio/Moderado,,0.5,
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,82963502,CODIFICADOR DE BOLSAS DE 5 LITROS,45200,PLAN MTTO CODIFICADOR  6 LITROS 82963502,13159560,Mtto cabezal de impresión,PM02,ABIE,2023-11-10 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710218,LLENADORA DE BOLSAS LINEA 3,45381,PLAN MTTO LUBRI.LLENA. BOLSAS SOLPAK 360,13159576,Lubricacion sistema de levas y chumacera,PM02,ABIE,2023-11-10 05:00:00,,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",528859,CARBO COOLER,45107,PLAN MTTO MEC CARBO COOLER 528859,13159515,Mtto  valvulas PM y de control neumatico,PM02,LIB.,2023-11-15 05:00:00,Cifuentes Christian,medio/Moderado,,8,
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,900012,COMPRESOR DE AIRE TETRA PACK,46799,PLAN MTTO ELECT COMPR. AIRE T.P. 900012,13131220,Mtto ductos electricos y cableados,PM02,LIB.,2023-11-15 05:00:00,Ordoñez Jose,medio/Moderado,,1.5,
0395,G. LUX PASTO,0395-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,710159,LLENADORA DE BOTELLONES,45402,PLAN MTTO MEC LLENAD BOTELLONES 710159,13148662,Mtto inyectores de llenado,PM02,LIB.,2023-11-03 05:00:00,Cifuentes Christian,medio/Moderado,,"1,5",
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70961603,FILTRO DE ARENA No  3,45160,PLAN MTTO MEC FILTRO ARENA 3 70961603,13113382,"Mtto tuberias, valvulas y accesorios",PM02,LIB.,2023-11-15 05:00:00,Wilmer Fernando Uyaque,bajo/Medio,,1,
0395,G. LUX PASTO,0395-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,71015906,LAVADORA DE BOTELLONES,45390,PLAN MTTO ELEC LAV BOTELLONES 71015906,13123986,Mtto elect electrovalvulas y control niv,PM02,LIB.,2023-11-15 05:00:00,Jurado Gerardo,medio/Moderado,,1,
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710212,LLENADORA DE BOLSAS LINEA 4,45198,PLAN MTTO ELECT LLEN 6 LTS SOLPAC 710212,13159557,Mtto resistencias de sellado,PM02,ABIE,2023-11-10 05:00:00,Cifuentes Christian,medio/Moderado,,"2,0",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,45366,PLAN MTTO ELEC. INSP. ELECT. 599571,13140148,Mantto de enconder,PM02,LIB.,2023-11-04 05:00:00,Ordoñez Jose,medio/Moderado,,"0,5",
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,700031,SUAVIZADOR,45149,PLAN MTTO MEC SUAVISADOR 700031,13123927,"Mtto tuberias, valvulas y accesorios",PM02,LIB.,2023-11-15 05:00:00,Cifuentes Christian,bajo/Medio,,1,
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,628871,COMPRESOR DE REFRIGERACION,45022,PLAN MTTO LUBRI COMPRE VILTER 1 628871,13123900,cambiar  filtros de aceite Ref: 1448C,PM02,LIB.,2023-11-04 05:00:00,Ordoñez Jose,medio/Moderado,,"1,0",
0395,G. LUX PASTO,0395-AGUAS RESIDUALES  GASEOSA,TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,71008201,TANQUE  SEDIMENTADOR AGUAS ALCALINAS,46730,PLAN MTTO ELE SEDIM AGU ALCAL 71008201,13148703,Mtto sensores y peachimetro,PM02,LIB.,2023-11-16 05:00:00,Ordoñez Jose,,,3,
0395,G. LUX PASTO,0395-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,709610,UNIDAD UV,46787,PLAN MTTO UNIVDAD UV GASEOSA 709610,13148709,Mtto conector lampara y cable guia,PM02,LIB.,2023-11-01 05:00:00,,medio/Moderado,,"0,2",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",540005,EMPACADORA,45139,PLAN MTTO ELEC. EMPACADORA H&K 540005,13131141,Mantto tablero de mandos,PM02,LIB.,2023-11-10 05:00:00,,medio/Moderado,,"1,0",
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,628871,COMPRESOR DE REFRIGERACION,45024,"PLAN MTTO ELEC COMPRES REFRIG 1, 628871",13123905,Mtto presostatos y termostatos,PM02,LIB.,2023-11-04 05:00:00,,medio/Moderado,,"1,0",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,45365,PLAN MTTO MEC. INSP.ELECT.599571,13131172,Mantto copas de succion,PM02,LIB.,2023-11-10 05:00:00,,medio/Moderado,,"1,0",
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,679323,PLANTA ELECTRICA,0,FALLA BOMBA DE COMBUSTIBLE,13157568,FALLA BOMBA DE COMBUSTIBLE,PM02,LIB.,2023-11-08 05:00:00,,,,"8,0",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,45365,PLAN MTTO MEC. INSP.ELECT.599571,13131172,Mantto panel de control,PM02,LIB.,2023-11-10 05:00:00,,medio/Moderado,,"1,0",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",518580,LLENADORA,45057,PLAN MANTTO MEC. LLENA. BOTELLAS 518580,13120060,Mantto de guias y plataformas,PM02,LIB.,2023-11-02 05:00:00,,medio/Moderado,,"2,0",
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649017,COMPRESOR DE AIRE,15214,PLAN MTTO ELECT COMPR. AIRE IR 11 649017,13140101,"Mtto sensores, electrovalvulas y solenod",PM02,LIB.,2023-11-16 05:00:00,Wilmer Fernando Uyaque,medio/Moderado,,1,
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70961606,FILTRO DE CARBON No  2,45163,PLAN MTTO MEC FILTR DE CARBON 2 70961606,13123947,"Mtto tuberias, valvulas y accesorios",PM02,LIB.,2023-11-16 05:00:00,Jurado Gerardo,bajo/Medio,,1,
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70961601,FILTRO DE ARENA No  1,45158,PLAN MTTO MEC FILTRO ARENA No.1 70961601,13113380,"Mtto tuberias, valvulas y accesorios",PM02,LIB.,2023-11-16 05:00:00,Cifuentes Christian,bajo/Medio,,1,
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70947401,CLORADOR,45152,PLAN MTTO MEC CLORADOR 70947401,13113377,Mtto tanques de mezcla,PM02,LIB.,2023-11-03 05:00:00,,bajo/Medio,,"1,0",
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,628973,COMPRESOR DE REFRIGERACION,45183,PLAN MTTO LUBRIC COMPR REFRIG 3 628973,13113391,cambiar  filtros de aceite Ref: 1448C,PM02,LIB.,2023-11-04 05:00:00,,medio/Moderado,,"1,0",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",540005,EMPACADORA,45140,PLAN MTTO LUBRI. EMPACADORA H&K 540005,13140124,Lubricar chumaceras y cadenas de paso.,PM02,LIB.,2023-11-10 05:00:00,,medio/Moderado,,"0,3",
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,70947405,UNIDAD UV,45197,PLAN MTTO UV SALA DE AGUAS 70947405,13148646,Mtto conector lampara y cable guia,PM02,LIB.,2023-11-01 05:00:00,,medio/Moderado,,"0,2",
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70947403,TANQUES ALMACENAMIENTO AGUA,45151,PLAN MTTO MEC.TAN.ALM.AGUA TRA.70947403,13123934,mtto tuberias y accesorios,PM02,LIB.,2023-11-03 05:00:00,,medio/Moderado,,"1,0",
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70961003,FILTRO DE ANTRACITA,45150,PLAN MTTO FILTRO ANTRASITA 70961003,13123930,"Mtto tuberias, valvulas y accesorios",PM02,LIB.,2023-11-03 05:00:00,,bajo/Medio,,"1,0",
0395,G. LUX PASTO,0395-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,710159,LLENADORA DE BOTELLONES,45404,PLAN MTTO LUBRI LLENA BOTELLONES 710159,13148669,Lubricacion chumaceras,PM02,LIB.,2023-11-03 05:00:00,,medio/Moderado,,"4,0",
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",518580,LLENADORA,45058,PLAN MANTTO ELEC. LLENA. BOTELLAS 518580,13123913,Mantto tablero de fuerza y control,PM02,LIB.,2023-11-08 05:00:00,,medio/Moderado,,"4,0",
0395,G. LUX PASTO,0395-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70947401,CLORADOR,45387,PLAN MTTO ELECT. CLORADOR 70947401P,13159582,Mtto tablero de fuerza y control,PM02,LIB.,2023-11-16 05:00:00,Ordoñez Jose,bajo/Medio,,1,
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",528859,CARBO COOLER,45108,PLAN MTTO ELECT. CARBO COOLER 528859,13123918,Mtto motores de agua y mezcla,PM02,LIB.,2023-11-02 05:00:00,,medio/Moderado,,"4,0",
